Date,PERLIS,KEDAH,PULAU PINANG,PERAK,SELANGOR,NEGERI SEMBILAN,MELAKA,JOHOR,PAHANG,TERENGGANU,KELANTAN,SABAH,SARAWAK,WP KUALA LUMPUR,WP PUTRAJAYA,WP LABUAN,JUMLAH KESELURUHAN,URL
2021-02-07,184,6265,8941,6852,78384,12394,4796,26644,3378,2588,3604,50374,5676,29223,955,2194,242452,https://kpkesihatan.com/2021/02/07/kenyataan-akhbar-kpk-7-februari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-02-08,188,6302,9150,6924,79580,12498,5140,27134,3406,2618,3634,50543,5760,29518,963,2194,245552,https://kpkesihatan.com/2021/02/08/kenyataan-akhbar-kpk-8-februari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-02-09,188,6361,9269,6964,80442,12597,5343,27655,3438,2652,3696,50723,5871,29940,973,2204,248316,https://kpkesihatan.com/2021/02/09/kenyataan-akhbar-kpk-9-februari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-02-10,188,6409,9328,7006,82199,12754,5435,28024,3452,2676,3740,50855,6006,30348,977,2207,251604,https://kpkesihatan.com/2021/02/10/kenyataan-akhbar-kpk-10-februari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-02-11,192,6637,9472,7088,83281,12843,5536,28801,3473,2702,3788,50997,6190,30783,984,2221,254988,https://kpkesihatan.com/2021/02/11/kenyataan-akhbar-kpk-11-februari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-02-12,192,6825,9621,7187,84495,12961,5581,29543,3503,2774,3867,51115,6273,31157,990,2222,258306,https://kpkesihatan.com/2021/02/12/kenyataan-akhbar-kpk-12-februari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-02-13,194,6936,9759,7308,85840,13019,5631,30345,3516,2820,3911,51216,6425,31668,993,2224,261805,https://kpkesihatan.com/2021/02/13/kenyataan-akhbar-kpk-13-februari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-02-14,194,7028,9815,7393,86943,13059,5642,30837,3526,2871,3999,51332,6586,31822,997,2225,264269,https://kpkesihatan.com/2021/02/14/kenyataan-akhbar-kpk-14-februari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-02-15,194,7061,9906,7476,87853,13204,5656,31106,3541,2924,4030,51429,6832,32004,1004,2225,266445,https://kpkesihatan.com/2021/02/15/kenyataan-akhbar-kpk-15-februari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-02-16,194,7099,9978,7545,89153,13268,5670,31557,3560,2950,4047,51561,7025,32322,1010,2226,269165,https://kpkesihatan.com/2021/02/16/kenyataan-akhbar-kpk-16-februari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-02-17,194,7135,10070,7644,90535,13501,5690,31993,3574,3041,4119,51655,7225,32548,1012,2227,272163,https://kpkesihatan.com/2021/02/17/kenyataan-akhbar-kpk-17-februari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-02-18,200,7317,10186,7842,91548,13582,5728,32419,3626,3060,4162,51769,7425,32760,1019,2232,274875,https://kpkesihatan.com/2021/02/18/kenyataan-akhbar-kpk-18-februari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-02-19,200,7353,10374,7997,92526,13773,5754,33149,3652,3097,4200,51870,7624,32987,1022,2233,277811,https://kpkesihatan.com/2021/02/19/kenyataan-akhbar-kpk-19-februari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-02-20,203,7454,10461,8105,93527,13862,5786,33382,3694,3119,4457,51979,7758,33217,1035,2233,280272,https://kpkesihatan.com/2021/02/20/kenyataan-akhbar-kpk-20-februari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-02-21,203,7469,10588,9320,94395,13984,5851,33813,3703,3131,4487,52064,7943,33340,1042,2236,283569,https://kpkesihatan.com/2021/02/21/kenyataan-akhbar-kpk-21-februari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-02-22,207,7495,10723,9468,95305,14048,5865,34024,3710,3135,4515,52174,8164,33643,1049,2236,285761,https://kpkesihatan.com/2021/02/22/kenyataan-akhbar-kpk-22-februari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-02-23,207,7510,10878,9776,96237,14148,5887,34452,3721,3144,4611,52268,8297,33798,1053,2242,288229,https://kpkesihatan.com/2021/02/23/kenyataan-akhbar-kpk-23-februari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-02-24,207,7527,10973,9964,96818,15540,5913,34770,3729,3166,4664,52373,8650,34179,1054,2247,291774,https://kpkesihatan.com/2021/02/24/kenyataan-akhbar-kpk-24-februari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-02-25,208,7556,11135,10084,97484,15602,5935,35027,3748,3172,4708,52466,8869,34397,1056,2251,293698,https://kpkesihatan.com/2021/02/25/kenyataan-akhbar-kpk-25-februari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-02-26,212,7581,11228,10629,98117,15670,5948,35303,3769,3173,4781,52595,9119,34519,1056,2251,295951,https://kpkesihatan.com/2021/02/26/kenyataan-akhbar-kpk-26-februari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-02-27,212,7598,11383,10934,98979,15744,5965,35617,3777,3184,4849,52752,9374,34636,1060,2251,295951,https://kpkesihatan.com/2021/02/27/kenyataan-akhbar-kpk-27-februari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-02-28,212,7611,11488,11221,99893,15809,5975,35957,3788,3196,4882,52886,9545,34973,1063,2253,300752,https://kpkesihatan.com/2021/02/28/kenyataan-akhbar-kpk-28-februari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-03-01,213,7627,11573,11365,100346,15976,5983,36447,3796,3211,4918,52990,9765,35048,1069,2253,302580,https://kpkesihatan.com/2021/03/01/kenyataan-akhbar-kpk-1-mac-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-03-02,213,7638,11679,11428,101018,16091,5994,36610,3799,3218,4964,53043,9924,35193,1070,2253,304135,https://kpkesihatan.com/2021/03/02/kenyataan-akhbar-kpk-2-mac-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-03-03,213,7678,11769,11564,101658,16115,6030,36986,3835,3223,4997,53138,10063,35285,1073,2253,305880,https://kpkesihatan.com/2021/03/03/kenyataan-akhbar-kpk-3-mac-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-03-04,214,7690,12106,11665,102288,16206,6033,37241,3848,3233,5041,53216,10424,35405,1080,2253,307943,https://kpkesihatan.com/2021/03/04/kenyataan-akhbar-kpk-4-mac-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-03-05,215,7699,12225,11774,103082,16283,6043,37704,3886,3249,5098,53313,10674,35513,1084,2255,310097,https://kpkesihatan.com/2021/03/05/kenyataan-akhbar-kpk-5-mac-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-03-06,215,7710,12309,11842,103908,16372,6053,37843,3903,3271,5133,53387,10895,35594,1086,2256,311777,https://kpkesihatan.com/2021/03/06/kenyataan-akhbar-kpk-6-mac-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-03-07,239,7725,12481,11890,104654,16420,6056,38001,3915,3281,5145,53486,11096,35719,1088,2264,313460,https://kpkesihatan.com/2021/03/07/kenyataan-akhbar-kpk-7-mac-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-03-08,256,7734,12557,11939,105380,16509,6060,38121,3918,3294,5173,53557,11348,35790,1089,2264,314989,https://kpkesihatan.com/2021/03/08/kenyataan-akhbar-kpk-8-mac-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-03-09,257,7759,12700,11973,105844,16554,6060,38286,3920,3330,5189,53621,11511,35909,1092,2264,316269,https://kpkesihatan.com/2021/03/09/kenyataan-akhbar-kpk-9-mac-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-03-10,264,7779,12799,12056,106405,16564,6071,38559,3921,3338,5208,53675,11710,36012,1092,2264,317717,https://kpkesihatan.com/2021/03/10/kenyataan-akhbar-kpk-10-mac-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-03-11,266,7797,12968,12125,107117,16643,6142,38729,3928,3342,5236,53736,11878,36098,1094,2265,319364,https://kpkesihatan.com/2021/03/11/kenyataan-akhbar-kpk-11-mac-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-03-12,291,7820,13100,12169,107868,16675,6167,38864,3932,3358,5279,53793,12051,36206,1098,2268,320939,https://kpkesihatan.com/2021/03/12/kenyataan-akhbar-kpk-12-mac-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-03-13,320,7833,13278,12241,108419,16681,6169,38965,3940,3372,5319,53864,12273,36364,1102,2269,322409,https://kpkesihatan.com/2021/03/13/kenyataan-akhbar-kpk-13-mac-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-03-14,320,7866,13432,12342,108996,16702,6173,39086,3945,3409,5345,53903,12451,36419,1104,2270,323763,https://kpkesihatan.com/2021/03/14/kenyataan-akhbar-kpk-14-mac-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-03-15,320,7893,13574,12379,109375,16782,6175,39204,3962,3448,5370,53932,12702,36480,1105,2270,324971,https://kpkesihatan.com/2021/03/15/kenyataan-akhbar-kpk-15-mac-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-03-16,320,7925,13749,12403,109698,16799,6176,39295,3964,3471,5437,53970,12885,36566,1105,2271,326034,https://kpkesihatan.com/2021/03/16/kenyataan-akhbar-kpk-16-mac-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-03-17,321,7951,13818,12439,110197,16845,6196,39464,3967,3486,5456,54001,13110,36620,1110,2272,327253,https://kpkesihatan.com/2021/03/17/kenyataan-akhbar-kpk-17-mac-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-03-18,321,7989,13922,12478,110550,16868,6204,39606,3981,3501,5476,54074,13413,36699,1110,2274,328466,https://kpkesihatan.com/2021/03/18/kenyataan-akhbar-kpk-18-mac-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-03-19,321,8014,14104,12578,110898,16909,6258,39743,3994,3507,5528,54107,13820,36874,1111,2276,330042,https://kpkesihatan.com/2021/03/19/kenyataan-akhbar-kpk-19-mac-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-03-20,321,8060,14432,12615,111550,16934,6276,39873,3997,3539,5591,54209,13974,36952,1111,2279,331713,https://kpkesihatan.com/2021/03/20/kenyataan-akhbar-kpk-20-mac-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-03-21,326,8090,14637,12670,111906,16956,6286,40014,4008,3557,5621,54259,14250,37067,1114,2279,333040,https://kpkesihatan.com/2021/03/21/kenyataan-akhbar-kpk-21-mac-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-03-22,326,8117,14725,12709,112309,16997,6298,40100,4050,3560,5665,54295,14374,37225,1119,2287,334156,https://kpkesihatan.com/2021/03/22/kenyataan-akhbar-kpk-22-mac-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-03-23,326,8168,14825,12713,112934,17007,6343,40261,4088,3567,5730,54355,14514,37289,1119,2301,335540,https://kpkesihatan.com/2021/03/23/kenyataan-akhbar-kpk-23-mac-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-03-24,326,8217,14924,12755,113424,17066,6395,40396,4131,3571,5779,54400,14655,37342,1125,2302,336808,https://kpkesihatan.com/2021/03/24/kenyataan-akhbar-kpk-24-mac-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-03-25,326,8261,15037,12826,113780,17115,6427,40525,4141,3577,5842,54470,14963,37440,1133,2305,338168,https://kpkesihatan.com/2021/03/25/kenyataan-akhbar-kpk-25-mac-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-03-26,328,8288,15174,12854,114258,17127,6446,40645,4147,3580,5928,54521,15176,37526,1135,2310,339443,https://kpkesihatan.com/2021/03/26/kenyataan-akhbar-kpk-26-mac-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-03-27,328,8321,15299,12863,114541,17170,6482,40726,4177,3583,6066,54585,15443,37610,1136,2312,340642,https://kpkesihatan.com/2021/03/27/kenyataan-akhbar-kpk-27-mac-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-03-28,328,8344,15511,12886,114797,17179,6487,40902,4209,3585,6100,54623,15869,37668,1138,2318,341944,https://kpkesihatan.com/2021/03/28/kenyataan-akhbar-kpk-28-mac-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-03-29,328,8357,15675,12891,115016,17197,6495,41073,4214,3589,6149,54657,16061,37725,1139,2319,342885,https://kpkesihatan.com/2021/03/29/kenyataan-akhbar-kpk-29-mac-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-03-30,329,8398,15869,12935,115417,17236,6501,41169,4230,3591,6193,54698,16214,37778,1140,2320,344018,https://kpkesihatan.com/2021/03/30/kenyataan-akhbar-kpk-30-mac-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-03-31,330,8435,16069,12966,116078,17268,6542,41255,4266,3593,6250,54767,16390,37820,1143,2328,345500,https://kpkesihatan.com/2021/03/31/kenyataan-akhbar-kpk-31-mac-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-04-01,330,8467,16259,12997,116315,17302,6551,41420,4280,3599,6277,54853,16628,37921,1144,2335,346678,https://kpkesihatan.com/2021/04/01/kenyataan-akhbar-kpk-1-april-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-04-02,331,8488,16398,13011,116770,17333,6573,41523,4337,3607,6343,54916,16845,38009,1149,2339,347972,https://kpkesihatan.com/2021/04/02/kenyataan-akhbar-kpk-2-april-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-04-03,331,8508,16490,13505,117122,17358,6593,41606,4372,3611,6407,54989,17135,38076,1156,2351,349610,https://kpkesihatan.com/2021/04/03/kenyataan-akhbar-kpk-3-april-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-04-04,332,8540,16675,13529,117465,17378,6608,41701,4383,3617,6425,55057,17554,38149,1173,2373,350959,https://kpkesihatan.com/2021/04/04/kenyataan-akhbar-kpk-4-april-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-04-05,334,8574,16808,13537,117792,17390,6633,41756,4420,3620,6456,55122,17779,38237,1181,2390,352029,https://kpkesihatan.com/2021/04/05/kenyataan-akhbar-kpk-5-april-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-04-06,334,8601,16918,13598,118034,17404,6640,41854,4431,3629,6582,55234,18164,38324,1184,2398,353329,https://kpkesihatan.com/2021/04/06/kenyataan-akhbar-kpk-6-april-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-04-07,334,8636,17011,13622,118328,17434,6653,41956,4454,3639,6620,55294,18496,38408,1184,2399,354468,https://kpkesihatan.com/2021/04/07/kenyataan-akhbar-kpk-7-april-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-04-08,335,8667,17173,13646,118702,17446,6664,42057,4466,3650,6707,55400,18707,38528,1203,2402,355753,https://kpkesihatan.com/2021/04/08/kenyataan-akhbar-kpk-8-april-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-04-09,335,8707,17349,13675,119105,17486,6698,42160,4485,3679,6850,55539,19262,38663,1209,2405,357607,https://kpkesihatan.com/2021/04/09/kenyataan-akhbar-kpk-9-april-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-04-10,337,8766,17450,13721,119520,17514,6704,42240,4498,3723,7021,55670,19558,38769,1219,2407,359117,https://kpkesihatan.com/2021/04/10/kenyataan-akhbar-kpk-10-april-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-04-11,337,8806,17563,13771,120055,17554,6763,42307,4520,3757,7119,55797,20001,38865,1230,2411,360856,https://kpkesihatan.com/2021/04/11/kenyataan-akhbar-kpk-11-april-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-04-12,339,8853,17675,13792,120358,17617,6774,42368,4552,3779,7177,55906,20352,38981,1239,2411,362173,https://kpkesihatan.com/2021/04/12/kenyataan-akhbar-kpk-12-april-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-04-13,339,8892,17767,13828,120841,17646,6791,42442,4566,3792,7280,56023,20959,39114,1246,2414,363940,https://kpkesihatan.com/2021/04/13/kenyataan-akhbar-kpk-13-april-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-04-14,342,8945,17859,13884,121358,17697,6797,42526,4579,3806,7506,56165,21448,39248,1254,2415,365829,https://kpkesihatan.com/2021/04/14/kenyataan-akhbar-kpk-14-april-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-04-15,343,8971,17993,13935,121817,17731,6850,42708,4613,3863,7727,56367,21960,39419,1262,2418,367977,https://kpkesihatan.com/2021/04/15/kenyataan-akhbar-kpk-15-april-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
